Id,Model,Price,Age_08_04,Mfg_Year,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,1999,118833,110,1600,3,6,85,1065
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,1999,118000,72,2000,5,5,185,1150
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,1999,117955,110,1600,4,5,85,1065
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,1999,117609,86,1300,3,5,69,1015
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,1999,117000,72,2000,3,5,185,1115
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,1999,116000,86,1300,5,5,69,1045
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,1999,115715,110,1600,5,5,85,1070
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,1999,115191,110,1600,4,5,197,1079
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,1999,115071,110,1600,3,5,85,1055
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,1999,115000,110,1600,3,5,197,1109
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,1999,114846,110,1600,5,5,85,1075
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,1999,114383,90,2000,3,5,64,1260
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,1999,113700,110,1600,5,5,19,1065
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,1999,113118,86,1300,3,5,69,1020
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,1999,112827,86,1300,5,5,69,1040
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,1999,112116,110,1600,5,5,85,1070
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,1999,112000,110,1600,3,6,85,1065
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,1999,112000,72,2000,4,5,64,1135
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,1999,111769,110,1600,3,6,85,1065
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,1999,110853,110,1600,5,5,85,1070
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,1999,110287,110,1600,3,5,69,1050
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,1999,109547,110,1600,5,5,85,1075
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,1999,109230,110,1600,3,5,69,1050
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,1999,109150,110,1600,5,5,85,1075
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,1999,108793,110,1600,4,5,69,1035
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,1999,106784,110,1600,3,5,19,1050
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,1999,105942,86,1300,5,5,69,1040
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,1999,105000,86,1300,3,5,19,1015
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,1999,105000,86,1300,5,5,69,1040
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,1999,104299,110,1600,5,5,85,1085
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,1999,104000,86,1300,3,5,69,1020
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,1999,104000,86,1300,3,5,19,1015
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,1999,103458,86,1300,3,5,69,1025
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,1999,103400,110,1600,5,5,85,1075
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,1999,102807,86,1300,5,5,85,1055
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,1999,102494,110,1600,5,5,85,1090
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,1999,102300,72,2000,5,5,185,1135
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,1999,102106,110,1600,3,5,69,1050
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,1999,101889,110,1600,5,5,85,1075
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,1999,101791,72,2000,3,5,185,1115
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,1999,101469,110,1600,3,6,85,1065
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,1999,101001,110,1600,5,5,85,1075
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,1999,100748,110,1600,5,5,85,1070
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,1999,100550,110,1600,5,5,85,1075
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,1999,99781,110,1600,5,5,85,1085
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,1999,98658,86,1300,3,5,69,1020
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,1999,98500,110,1600,5,5,85,1075
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,1999,98291,86,1300,4,5,69,1000
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,1999,97648,110,1600,3,6,85,1065
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,1999,97425,110,1600,5,5,85,1075
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,1999,97173,86,1300,3,5,69,1015
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,1999,97046,86,1300,4,5,69,1000
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,1999,96000,110,1600,3,5,69,1050
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,1999,96000,72,2000,4,5,185,1100
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,1999,95750,110,1600,5,5,85,1070
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,1999,95147,110,1600,3,5,85,1050
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1999,95000,110,1600,3,5,69,1050
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,1999,95000,110,1600,3,5,69,1050
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,1999,94606,110,1600,3,5,85,1065
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,1999,94504,86,1300,4,5,69,1000
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,1999,93428,110,1600,5,5,85,1075
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,1999,93408,86,1300,3,5,69,1015
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,1999,93296,110,1600,5,5,85,1090
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,1999,93098,110,1600,5,5,85,1075
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,1999,92922,72,2000,4,5,185,1100
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,1999,92498,110,1600,3,5,69,1050
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,1999,92226,110,1600,3,6,85,1065
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,1999,91505,72,2000,3,5,185,1115
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,1999,91333,110,1600,3,5,69,1050
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,1999,91246,86,1300,3,5,69,1015
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,1999,91000,110,1600,5,5,85,1075
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,1999,90727,110,1600,3,5,69,1050
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,1999,90000,110,1600,3,5,69,1050
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,1999,89576,110,1600,4,5,69,1035
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,1999,89145,86,1300,3,5,69,1025
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,1999,89000,110,1600,5,5,85,1085
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,1999,88807,110,1600,3,5,69,1050
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,1999,88685,110,1600,5,5,85,1070
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,1999,88667,110,1600,4,5,69,1040
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,1999,88480,110,1600,3,5,69,1050
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,1999,88127,86,1300,3,5,69,1015
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,1999,88000,86,1300,3,5,69,1020
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,1999,87821,86,1300,3,5,69,1015
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,1999,87654,86,1300,5,5,85,1065
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,1999,86888,110,1600,3,5,69,1050
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,1999,86871,86,1300,5,5,69,1040
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,1999,86714,110,1600,4,5,69,1035
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,1999,85889,110,1600,3,6,85,1065
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,1999,85000,110,1600,3,5,69,1050
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,1999,85000,86,1300,3,5,69,1025
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,1999,84976,110,1600,4,5,69,1035
738, TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,1999,84558,110,1600,5,5,19,1120
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,1999,84549,110,1600,5,5,85,1075
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,1999,84482,110,1600,5,5,85,1075
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,1999,83908,110,1600,5,5,85,1070
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,1999,83560,86,1300,3,5,69,1015
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,1999,83000,107,1600,5,5,85,1100
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,1999,82723,86,1300,3,5,69,1015
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,1999,82421,110,1600,3,6,85,1065
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,1999,82254,110,1600,5,5,69,1050
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,1999,82115,110,1600,3,5,85,1055
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,1999,82000,86,1300,3,5,69,1015
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,1999,81965,86,1300,5,5,69,1035
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,1999,81250,110,1600,3,5,19,1050
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,1999,81192,110,1600,3,6,85,1065
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,1999,81170,110,1600,4,5,69,1040
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,1999,81083,86,1300,3,5,69,1015
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,1999,80714,110,1600,5,5,85,1075
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,1999,80470,110,1600,5,5,85,1085
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,1999,80439,110,1600,4,5,69,1035
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,1999,80430,110,1600,3,6,85,1065
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1999,80426,110,1600,3,5,85,1055
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,1999,80265,86,1300,3,5,69,1015
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,1999,80153,110,1600,5,5,85,1070
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,1999,80121,110,1600,5,5,85,1070
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,1999,80086,110,1600,4,5,69,1035
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,1999,80000,110,1600,5,5,85,1075
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,1999,80000,86,1300,5,5,19,1015
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,1999,80000,86,1300,2,5,19,1015
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,1999,79858,110,1600,4,5,69,1040
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,1999,79762,86,1300,3,5,69,1015
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,1999,79660,86,1300,5,5,85,1065
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,1999,79150,110,1600,5,5,85,1075
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,1999,79000,110,1600,3,5,69,1050
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,1999,78955,86,1300,5,5,69,1045
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,1999,78750,90,1975,5,5,210,1155
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1999,78521,86,1300,3,5,69,1015
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,1999,78356,86,1300,3,5,69,1015
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,1999,78076,86,1300,3,5,69,1015
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,1999,78063,107,1600,5,5,85,1100
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,1999,77821,110,1600,5,5,85,1075
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1999,77695,110,1600,4,5,69,1035
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,1999,77500,110,1600,3,5,69,1050
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,1999,77457,110,1600,3,5,85,1055
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1999,77029,86,1300,3,5,69,1015
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,1999,77008,86,1300,3,5,69,1015
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,1999,76791,110,1600,5,5,85,1070
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,1999,76700,86,1300,5,5,69,1035
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,1999,76569,86,1300,3,5,69,1020
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,1999,76162,110,1600,5,5,85,1075
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,1999,76155,110,1600,4,5,69,1035
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,1999,75609,86,1300,3,5,69,1015
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,1999,75569,72,2000,3,5,185,1120
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,1999,75429,110,1600,3,6,85,1065
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1999,75000,110,1600,5,5,85,1075
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,1999,75000,86,1300,3,5,19,1015
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,1999,75000,110,1600,5,5,85,1070
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,1999,74963,107,1600,3,5,85,1085
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1999,74889,86,1300,3,5,69,1015
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,1999,74875,110,1600,5,5,85,1070
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,1999,74747,110,1600,5,5,85,1075
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,1999,74720,110,1600,5,5,85,1085
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,1999,74457,110,1600,5,5,85,1075
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,1999,74337,86,1300,5,5,69,1035
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1999,74308,110,1600,3,5,69,1050
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,1999,74193,110,1600,3,5,69,1050
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,1999,74179,110,1600,3,5,69,1050
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,1999,73936,86,1300,5,5,69,1050
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,1999,73894,110,1600,3,6,85,1065
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,1999,73500,110,1600,3,5,69,1050
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,1999,73376,110,1600,5,5,85,1070
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,1999,73300,86,1300,3,5,69,1015
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,1999,73172,110,1600,5,5,85,1075
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,1999,72928,110,1600,5,5,85,1075
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,1999,72880,86,1332,3,5,69,1015
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,1999,72522,110,1600,3,5,69,1050
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,1999,72000,86,1300,3,5,69,1015
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,1999,72000,86,1300,3,5,69,1015
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,1999,71366,110,1600,3,6,85,1065
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,1999,71317,110,1600,3,5,69,1050
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,1999,71000,110,1600,5,5,85,1070
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,1999,70954,110,1600,3,5,69,1050
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,1999,70908,86,1300,5,5,69,1035
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,1999,70560,110,1600,3,5,69,1050
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,1999,70552,110,1600,5,5,85,1075
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,1999,70500,110,1600,5,5,69,1035
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,1999,70453,72,2000,5,5,185,1135
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,1999,70218,110,1600,3,5,69,1050
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,1999,70116,110,1600,4,5,69,1035
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,1999,70068,110,1600,5,5,85,1075
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,1999,70000,107,1587,3,5,19,1065
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,1999,70000,86,1300,3,5,69,1015
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1999,69103,110,1600,4,5,69,1035
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,1999,69022,86,1300,5,5,69,1035
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,1999,69000,110,1600,3,6,85,1065
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,1999,68865,110,1600,3,6,85,1065
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,1999,68723,86,1300,3,5,69,1025
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,1999,68453,110,1600,5,5,85,1070
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,1999,68238,86,1300,5,5,69,1050
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,1999,68153,110,1600,5,5,85,1085
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,1999,68000,110,1600,5,5,85,1075
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,1999,68000,86,1300,3,5,69,1015
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,1999,67762,110,1600,3,6,85,1065
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,1999,67146,110,1600,5,5,85,1075
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,1999,67110,86,1300,5,5,69,1035
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,1999,67010,110,1600,3,6,85,1065
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,1999,67003,110,1600,4,5,69,1035
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,1999,66785,86,1300,3,5,69,1045
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,1999,66550,86,1332,3,5,69,1010
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,1999,66259,110,1600,3,6,85,1065
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,1999,66082,110,1600,5,5,85,1070
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,1999,66000,86,1300,3,5,69,1015
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,1999,66000,110,1600,3,5,69,1050
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,1999,65896,110,1600,3,6,85,1065
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,1999,65785,110,1600,5,5,85,1075
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,1999,65513,110,1600,4,5,85,1070
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,1999,65463,110,1600,5,5,85,1070
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,1999,65400,86,1300,4,5,69,1000
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,1999,65259,110,1600,3,5,69,1050
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,1999,65000,110,1600,3,5,69,1050
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,1999,65000,110,1600,5,5,85,1070
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,1999,65000,110,1600,4,5,69,1035
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,1999,64966,86,1300,3,5,69,1020
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,1999,64950,110,1600,5,5,85,1075
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,1999,64914,110,1600,5,5,85,1070
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,1999,64797,110,1600,5,5,85,1075
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,1999,64772,110,1600,3,5,69,1050
